1;16;01;051;3;;Agurain/Salvatierra
2;16;01;001;4;;Alegría-Dulantz
3;16;01;002;9;;Amurrio
4;16;01;049;3;;Añan
5;16;01;003;5;;Aramaio
6;16;01;006;6;;Armiñ�
7;16;01;037;6;;Arraia-Maeztu
8;16;01;008;8;;Arratzua-Ubarrundia
9;16;01;004;0;;Artziniega
10;16;01;009;1;;Asparrena
11;16;01;010;5;;Ayala/Aiara
12;16;01;011;2;;Baños de Ebro/Mañue
13;16;01;013;3;;Barrundia
14;16;01;014;8;;Berantevilla
15;16;01;016;4;;Bernedo
16;16;01;017;0;;Campezo/Kanpezu
17;16;01;021;0;;Elburgo/Burgelu
18;16;01;022;5;;Elciego
19;16;01;023;1;;Elvillar/Bilar
20;16;01;046;8;;Erriberagoitia/Ribera Alta
21;16;01;056;5;;Harana/Valle de Arana
22;16;01;901;5;;Iruña Oka/Iruña de O
23;16;01;027;8;;Iruraiz-Gauna
24;16;01;019;9;;Kripan
25;16;01;020;3;;Kuartango
26;16;01;028;4;;Labastida/Bastida
27;16;01;030;1;;Lagrá
28;16;01;031;8;;Laguardia
29;16;01;032;3;;Lanciego/Lantziego
30;16;01;902;0;;Lantaró
31;16;01;033;9;;Lapuebla de Labarca
32;16;01;036;0;;Laudio/Llodio
33;16;01;058;7;;Legutio
34;16;01;034;4;;Leza
35;16;01;039;5;;Moreda de Álava/Moreda Arab
36;16;01;041;6;;Navaridas
37;16;01;042;1;;Okondo
38;16;01;043;7;;Oyón-Oio
39;16;01;044;2;;Peñacerrada-Urizaharr
40;16;01;047;4;;Ribera Baja/Erriberabeitia
41;16;01;052;8;;Samaniego
42;16;01;053;4;;San Millán/Donemiliag
43;16;01;054;9;;Urkabustaiz
44;16;01;055;2;;Valdegovía/Gaube
45;16;01;057;1;;Villabuena de Álava/Eskuernag
46;16;01;059;0;;Vitoria-Gasteiz
47;16;01;060;4;;Yécora/Iekor
48;16;01;061;1;;Zalduondo
49;16;01;062;6;;Zambrana
50;16;01;018;6;;Zigoitia
51;16;01;063;2;;Zuia
52;08;02;001;9;;Abengibre
53;08;02;002;4;;Alatoz
54;08;02;003;0;;Albacete
55;08;02;004;5;;Albatana
56;08;02;005;8;;Alborea
57;08;02;006;1;;Alcadozo
58;08;02;007;7;;Alcalá del Júc
59;08;02;008;3;;Alcaraz
60;08;02;009;6;;Almansa
61;08;02;010;0;;Alpera
62;08;02;011;7;;Ayna
63;08;02;012;2;;Balazote
64;08;02;014;3;;Ballestero, El
65;08;02;013;8;;Balsa de Ves
66;08;02;015;6;;Barrax
67;08;02;016;9;;Bienservida
68;08;02;017;5;;Bogarra
69;08;02;018;1;;Bonete
70;08;02;019;4;;Bonillo, El
71;08;02;020;8;;Carcelé
72;08;02;021;5;;Casas de Juan Núñ
73;08;02;022;0;;Casas de Lázar
74;08;02;023;6;;Casas de Ves
75;08;02;024;1;;Casas-Ibáñ
76;08;02;025;4;;Caudete
77;08;02;026;7;;Cenizate
78;08;02;029;2;;Chinchilla de Monte-Aragó
79;08;02;027;3;;Corral-Rubio
80;08;02;028;9;;Cotillas
81;08;02;030;6;;Elche de la Sierra
82;08;02;031;3;;Fére
83;08;02;032;8;;Fuensanta
84;08;02;033;4;;Fuente-Álam
85;08;02;034;9;;Fuentealbilla
86;08;02;035;2;;Gineta, La
87;08;02;036;5;;Golosalvo
88;08;02;037;1;;Hellí
89;08;02;038;7;;Herrera, La
90;08;02;039;0;;Higueruela
91;08;02;040;4;;Hoya-Gonzalo
92;08;02;041;1;;Jorquera
93;08;02;042;6;;Letur
94;08;02;043;2;;Lezuza
95;08;02;044;7;;Liéto
96;08;02;045;0;;Madrigueras
97;08;02;046;3;;Mahora
98;08;02;047;9;;Masegoso
99;08;02;048;5;;Minaya
100;08;02;049;8;;Molinicos
101;08;02;050;1;;Montalvos
102;08;02;051;8;;Montealegre del Castillo
103;08;02;052;3;;Motilleja
104;08;02;053;9;;Munera
105;08;02;054;4;;Navas de Jorquera
106;08;02;055;7;;Nerpio
107;08;02;056;0;;Ontur
108;08;02;057;6;;Ossa de Montiel
109;08;02;058;2;;Paterna del Madera
110;08;02;060;9;;Peñas de San Pedr
111;08;02;059;5;;Peñascos
112;08;02;061;6;;Pétrol
113;08;02;062;1;;Povedilla
114;08;02;901;0;;Pozo Cañad
115;08;02;063;7;;Pozohondo
116;08;02;064;2;;Pozo-Lorente
117;08;02;065;5;;Pozuelo
118;08;02;066;8;;Recueja, La
119;08;02;067;4;;Riópa
120;08;02;068;0;;Robledo
121;08;02;069;3;;Roda, La
122;08;02;070;7;;Salobre
123;08;02;071;4;;San Pedro
124;08;02;072;9;;Socovos
125;08;02;073;5;;Tarazona de la Mancha
126;08;02;074;0;;Tobarra
127;08;02;075;3;;Valdeganga
128;08;02;076;6;;Vianos
129;08;02;077;2;;Villa de Ves
130;08;02;078;8;;Villalgordo del Júca
131;08;02;079;1;;Villamalea
132;08;02;080;5;;Villapalacios
133;08;02;081;2;;Villarrobledo
134;08;02;082;7;;Villatoya
135;08;02;083;3;;Villavaliente
136;08;02;084;8;;Villaverde de Guadalimar
137;08;02;085;1;;Viveros
138;08;02;086;4;;Yeste
139;10;03;002;0;;Agost
140;10;03;003;6;;Agres
141;10;03;004;1;;Aigüe
142;10;03;014;9;;Alacant/Alicante
143;10;03;005;4;;Albatera
144;10;03;006;7;;Alcalal�
145;10;03;009;2;;Alcoi/Alcoy
146;10;03;008;9;;Alcoleja
147;10;03;007;3;;Alcosser
148;10;03;010;6;;Alfafara
149;10;03;011;3;;Alfàs del Pi, l
150;10;03;012;8;;Algorfa
151;10;03;013;4;;Algueñ
152;10;03;015;2;;Almorad�
153;10;03;016;5;;Almudaina
154;10;03;017;1;;Alqueria d'Asnar, l'
155;10;03;018;7;;Altea
156;10;03;019;0;;Aspe
157;10;03;001;5;;Atzúbia, l
158;10;03;020;4;;Balones
159;10;03;021;1;;Banyeres de Mariola
160;10;03;022;6;;Benasau
161;10;03;023;2;;Beneixama
162;10;03;024;7;;Benejúza
163;10;03;025;0;;Benferri
164;10;03;026;3;;Beniarbeig
165;10;03;027;9;;Beniard�
166;10;03;028;5;;Beniarré
167;10;03;030;2;;Benidoleig
168;10;03;031;9;;Benidorm
169;10;03;032;4;;Benifallim
170;10;03;033;0;;Benifato
171;10;03;029;8;;Benigembla
172;10;03;034;5;;Benijófa
173;10;03;035;8;;Benilloba
174;10;03;036;1;;Benillup
175;10;03;037;7;;Benimantell
176;10;03;038;3;;Benimarfull
177;10;03;039;6;;Benimassot
178;10;03;040;0;;Benimeli
179;10;03;041;7;;Benissa
180;10;03;043;8;;Biar
181;10;03;044;3;;Bigastro
182;10;03;045;6;;Bolulla
183;10;03;046;9;;Busot
184;10;03;049;4;;Callosa de Segura
185;10;03;048;1;;Callosa d'en Sarri�
186;10;03;047;5;;Calp
187;10;03;051;4;;Camp de Mirra, el/Campo de Mirra
188;10;03;050;7;;Campello, el
189;10;03;052;9;;Cañad
190;10;03;053;5;;Castalla
191;10;03;054;0;;Castell de Castells
192;10;03;075;9;;Castell de Guadalest, el
193;10;03;055;3;;Catral
194;10;03;056;6;;Cocentaina
195;10;03;057;2;;Confrides
196;10;03;058;8;;Cox
197;10;03;059;1;;Crevillent
198;10;03;061;2;;Daya Nueva
199;10;03;062;7;;Daya Vieja
200;10;03;063;3;;Déni
201;10;03;064;8;;Dolores
202;10;03;066;4;;Elda
203;10;03;065;1;;Elx/Elche
204;10;03;067;0;;Fageca
205;10;03;068;6;;Famorca
206;10;03;069;9;;Finestrat
207;10;03;077;8;;Fondó de les Neus, el/Hondón de las Niev
208;10;03;070;3;;Formentera del Segura
209;10;03;072;5;;Gaianes
210;10;03;071;0;;Gata de Gorgos
211;10;03;073;1;;Gorga
212;10;03;074;6;;Granja de Rocamora
213;10;03;076;2;;Guardamar del Segura
214;10;03;078;4;;Hondón de los Fraile
215;10;03;079;7;;Ibi
216;10;03;080;1;;Jacarilla
217;10;03;085;7;;Llíbe
218;10;03;086;0;;Millena
219;10;03;088;2;;Monforte del Cid
220;10;03;089;5;;Monòver/Monóv
221;10;03;903;7;;Montesinos, Los
222;10;03;091;6;;Murla
223;10;03;092;1;;Muro de Alcoy
224;10;03;090;9;;Mutxamel
225;10;03;093;7;;Novelda
